 
****************************************
Report : cell
Design : loss
Version: I-2013.12-SP4
Date   : Tue Dec 11 15:54:52 2018
****************************************

Attributes:
    b - black box (unknown)
    h - hierarchical
    n - noncombinational
    r - removable
    u - contains unmapped logic

Cell                      Reference       Library             Area  Attributes
--------------------------------------------------------------------------------
L1_0/abs_reg[0][0]        **FFGEN**                       0.000000  n, u
U69519                    nand_x1_sg      sg_338K         7.950000  
U69520                    nand_x1_sg      sg_338K         7.950000  
U69521                    nand_x1_sg      sg_338K         7.950000  
U69522                    nand_x1_sg      sg_338K         7.950000  
U69523                    nand_x1_sg      sg_338K         7.950000  
U69524                    nand_x1_sg      sg_338K         7.950000  
U69525                    nand_x1_sg      sg_338K         7.950000  
U69526                    nand_x1_sg      sg_338K         7.950000  
U69527                    nand_x1_sg      sg_338K         7.950000  
U69528                    nand_x1_sg      sg_338K         7.950000  
U69529                    nand_x1_sg      sg_338K         7.950000  
U69530                    nand_x1_sg      sg_338K         7.950000  
U69531                    nand_x1_sg      sg_338K         7.950000  
U69532                    nand_x1_sg      sg_338K         7.950000  
U69533                    nand_x1_sg      sg_338K         7.950000  
U69534                    nand_x1_sg      sg_338K         7.950000  
U69535                    nand_x1_sg      sg_338K         7.950000  
U69536                    nand_x1_sg      sg_338K         7.950000  
U69537                    nand_x1_sg      sg_338K         7.950000  
U69538                    nand_x1_sg      sg_338K         7.950000  
U69539                    nand_x1_sg      sg_338K         7.950000  
U69540                    nand_x1_sg      sg_338K         7.950000  
U69541                    nand_x1_sg      sg_338K         7.950000  
U69542                    nand_x1_sg      sg_338K         7.950000  
U69543                    nand_x1_sg      sg_338K         7.950000  
U69544                    nand_x1_sg      sg_338K         7.950000  
U69545                    nand_x1_sg      sg_338K         7.950000  
U69546                    nand_x1_sg      sg_338K         7.950000  
U69547                    nand_x1_sg      sg_338K         7.950000  
U69548                    nand_x1_sg      sg_338K         7.950000  
U69549                    nand_x1_sg      sg_338K         7.950000  
U69550                    nand_x1_sg      sg_338K         7.950000  
U69551                    nand_x1_sg      sg_338K         7.950000  
U69552                    nand_x1_sg      sg_338K         7.950000  
U69553                    nand_x1_sg      sg_338K         7.950000  
U69554                    nand_x1_sg      sg_338K         7.950000  
U69555                    nand_x1_sg      sg_338K         7.950000  
U69556                    nand_x1_sg      sg_338K         7.950000  
U69557                    nand_x1_sg      sg_338K         7.950000  
U69558                    nand_x1_sg      sg_338K         7.950000  
U69559                    nand_x1_sg      sg_338K         7.950000  
U69560                    nand_x1_sg      sg_338K         7.950000  
U69561                    nand_x1_sg      sg_338K         7.950000  
U69562                    nand_x1_sg      sg_338K         7.950000  
U69563                    nand_x1_sg      sg_338K         7.950000  
U69564                    nand_x1_sg      sg_338K         7.950000  
U69565                    nand_x1_sg      sg_338K         7.950000  
U69566                    nand_x1_sg      sg_338K         7.950000  
U69567                    nand_x1_sg      sg_338K         7.950000  
U69568                    nand_x1_sg      sg_338K         7.950000  
U69569                    nand_x1_sg      sg_338K         7.950000  
U69570                    nand_x1_sg      sg_338K         7.950000  
U69571                    nand_x1_sg      sg_338K         7.950000  
U69572                    nand_x1_sg      sg_338K         7.950000  
U69573                    nand_x1_sg      sg_338K         7.950000  
U69574                    nand_x1_sg      sg_338K         7.950000  
U69575                    nand_x1_sg      sg_338K         7.950000  
U69576                    nand_x1_sg      sg_338K         7.950000  
U69577                    nand_x1_sg      sg_338K         7.950000  
U69578                    nand_x1_sg      sg_338K         7.950000  
U69579                    nand_x1_sg      sg_338K         7.950000  
U69580                    nand_x1_sg      sg_338K         7.950000  
U69581                    nand_x1_sg      sg_338K         7.950000  
U69582                    nand_x1_sg      sg_338K         7.950000  
U69583                    nand_x1_sg      sg_338K         7.950000  
U69584                    nand_x1_sg      sg_338K         7.950000  
U69585                    nand_x1_sg      sg_338K         7.950000  
U69586                    nand_x1_sg      sg_338K         7.950000  
U69587                    nand_x1_sg      sg_338K         7.950000  
U69588                    nand_x1_sg      sg_338K         7.950000  
U69589                    nand_x1_sg      sg_338K         7.950000  
U69590                    nand_x1_sg      sg_338K         7.950000  
U69591                    nand_x1_sg      sg_338K         7.950000  
U69592                    nand_x1_sg      sg_338K         7.950000  
U69593                    nand_x1_sg      sg_338K         7.950000  
U69594                    nand_x1_sg      sg_338K         7.950000  
U69595                    nand_x1_sg      sg_338K         7.950000  
U69596                    nand_x1_sg      sg_338K         7.950000  
U69597                    nand_x1_sg      sg_338K         7.950000  
U69598                    nand_x1_sg      sg_338K         7.950000  
U69599                    nand_x1_sg      sg_338K         7.950000  
U69600                    nand_x1_sg      sg_338K         7.950000  
U69601                    nand_x1_sg      sg_338K         7.950000  
U69602                    nand_x1_sg      sg_338K         7.950000  
U69603                    nand_x1_sg      sg_338K         7.950000  
U69604                    nand_x1_sg      sg_338K         7.950000  
U69605                    nand_x1_sg      sg_338K         7.950000  
U69606                    nand_x1_sg      sg_338K         7.950000  
U69607                    nand_x1_sg      sg_338K         7.950000  
U69608                    nand_x1_sg      sg_338K         7.950000  
U69609                    nand_x1_sg      sg_338K         7.950000  
U69610                    nand_x1_sg      sg_338K         7.950000  
U69611                    nand_x1_sg      sg_338K         7.950000  
U69612                    nand_x1_sg      sg_338K         7.950000  
U69613                    nand_x1_sg      sg_338K         7.950000  
U69614                    nand_x1_sg      sg_338K         7.950000  
U69615                    nand_x1_sg      sg_338K         7.950000  
U69616                    nand_x1_sg      sg_338K         7.950000  
U69617                    nand_x1_sg      sg_338K         7.950000  
U69618                    nand_x1_sg      sg_338K         7.950000  
U69619                    nand_x1_sg      sg_338K         7.950000  
U69620                    nand_x1_sg      sg_338K         7.950000  
U69621                    nand_x1_sg      sg_338K         7.950000  
U69622                    nand_x1_sg      sg_338K         7.950000  
U69623                    nand_x1_sg      sg_338K         7.950000  
U69624                    nand_x1_sg      sg_338K         7.950000  
U69625                    nand_x1_sg      sg_338K         7.950000  
U69626                    nand_x1_sg      sg_338K         7.950000  
U69627                    nand_x1_sg      sg_338K         7.950000  
U69628                    nand_x1_sg      sg_338K         7.950000  
U69629                    nand_x1_sg      sg_338K         7.950000  
U69630                    nand_x1_sg      sg_338K         7.950000  
U69631                    nand_x1_sg      sg_338K         7.950000  
U69632                    nand_x1_sg      sg_338K         7.950000  
U69633                    nand_x1_sg      sg_338K         7.950000  
U69634                    nand_x1_sg      sg_338K         7.950000  
U69635                    nand_x1_sg      sg_338K         7.950000  
U69636                    nand_x1_sg      sg_338K         7.950000  
U69637                    nand_x1_sg      sg_338K         7.950000  
U69638                    nand_x1_sg      sg_338K         7.950000  
U69639                    nand_x1_sg      sg_338K         7.950000  
U69640                    nand_x1_sg      sg_338K         7.950000  
U69641                    nand_x1_sg      sg_338K         7.950000  
U69642                    nand_x1_sg      sg_338K         7.950000  
U69643                    nand_x1_sg      sg_338K         7.950000  
U69644                    nand_x1_sg      sg_338K         7.950000  
U69645                    nand_x1_sg      sg_338K         7.950000  
U69646                    nand_x1_sg      sg_338K         7.950000  
U69647                    nand_x1_sg      sg_338K         7.950000  
U69648                    nand_x1_sg      sg_338K         7.950000  
U69649                    nand_x1_sg      sg_338K         7.950000  
U69650                    nand_x1_sg      sg_338K         7.950000  
U69651                    nand_x1_sg      sg_338K         7.950000  
U69652                    nand_x1_sg      sg_338K         7.950000  
U69653                    nand_x1_sg      sg_338K         7.950000  
U69654                    nand_x1_sg      sg_338K         7.950000  
U69655                    nand_x1_sg      sg_338K         7.950000  
U69656                    nand_x1_sg      sg_338K         7.950000  
U69657                    nand_x1_sg      sg_338K         7.950000  
U69658                    nand_x1_sg      sg_338K         7.950000  
U69659                    nand_x1_sg      sg_338K         7.950000  
U69660                    nand_x1_sg      sg_338K         7.950000  
U69661                    nand_x1_sg      sg_338K         7.950000  
U69662                    nand_x1_sg      sg_338K         7.950000  
U69663                    nand_x1_sg      sg_338K         7.950000  
U69664                    nand_x1_sg      sg_338K         7.950000  
U69665                    nand_x1_sg      sg_338K         7.950000  
U69666                    nand_x1_sg      sg_338K         7.950000  
U69667                    nand_x1_sg      sg_338K         7.950000  
U69668                    nand_x1_sg      sg_338K         7.950000  
U69669                    nand_x1_sg      sg_338K         7.950000  
U69670                    nand_x1_sg      sg_338K         7.950000  
U69671                    nand_x1_sg      sg_338K         7.950000  
U69672                    nand_x1_sg      sg_338K         7.950000  
U69673                    nand_x1_sg      sg_338K         7.950000  
U69674                    nand_x1_sg      sg_338K         7.950000  
U69675                    nand_x1_sg      sg_338K         7.950000  
U69676                    nand_x1_sg      sg_338K         7.950000  
U69677                    nand_x1_sg      sg_338K         7.950000  
U69678                    nand_x1_sg      sg_338K         7.950000  
U69679                    nand_x1_sg      sg_338K         7.950000  
U69680                    nand_x1_sg      sg_338K         7.950000  
U69681                    nand_x1_sg      sg_338K         7.950000  
U69682                    nand_x1_sg      sg_338K         7.950000  
U69683                    nand_x1_sg      sg_338K         7.950000  
U69684                    nand_x1_sg      sg_338K         7.950000  
U69685                    nand_x1_sg      sg_338K         7.950000  
U69686                    nand_x1_sg      sg_338K         7.950000  
U69687                    nand_x1_sg      sg_338K         7.950000  
U69688                    nand_x1_sg      sg_338K         7.950000  
U69689                    nand_x1_sg      sg_338K         7.950000  
U69690                    nand_x1_sg      sg_338K         7.950000  
U69691                    nand_x1_sg      sg_338K         7.950000  
U69692                    nand_x1_sg      sg_338K         7.950000  
U69693                    nand_x1_sg      sg_338K         7.950000  
U69694                    nand_x1_sg      sg_338K         7.950000  
U69695                    nand_x1_sg      sg_338K         7.950000  
U69696                    nand_x1_sg      sg_338K         7.950000  
U69697                    nand_x1_sg      sg_338K         7.950000  
U69698                    nand_x1_sg      sg_338K         7.950000  
U69699                    nand_x1_sg      sg_338K         7.950000  
U69700                    nand_x1_sg      sg_338K         7.950000  
U69701                    nand_x1_sg      sg_338K         7.950000  
U69702                    nand_x1_sg      sg_338K         7.950000  
U69703                    nand_x1_sg      sg_338K         7.950000  
U69704                    nand_x1_sg      sg_338K         7.950000  
U69705                    nand_x1_sg      sg_338K         7.950000  
U69706                    nand_x1_sg      sg_338K         7.950000  
U69707                    nand_x1_sg      sg_338K         7.950000  
U69708                    nand_x1_sg      sg_338K         7.950000  
U69709                    nand_x1_sg      sg_338K         7.950000  
U69710                    nand_x1_sg      sg_338K         7.950000  
U69711                    nand_x1_sg      sg_338K         7.950000  
U69712                    nand_x1_sg      sg_338K         7.950000  
U69713                    nand_x1_sg      sg_338K         7.950000  
U69714                    nand_x1_sg      sg_338K         7.950000  
U69715                    nand_x1_sg      sg_338K         7.950000  
U69716                    nand_x1_sg      sg_338K         7.950000  
U69717                    nand_x1_sg      sg_338K         7.950000  
U69718                    nand_x1_sg      sg_338K         7.950000  
U69719                    nand_x1_sg      sg_338K         7.950000  
U69720                    nand_x1_sg      sg_338K         7.950000  
U69721                    nand_x1_sg      sg_338K         7.950000  
U69722                    nand_x1_sg      sg_338K         7.950000  
U69723                    nand_x1_sg      sg_338K         7.950000  
U69724                    nand_x1_sg      sg_338K         7.950000  
U69725                    nand_x1_sg      sg_338K         7.950000  
U69726                    nand_x1_sg      sg_338K         7.950000  
U69727                    nand_x1_sg      sg_338K         7.950000  
U69728                    nand_x1_sg      sg_338K         7.950000  
U69729                    nand_x1_sg      sg_338K         7.950000  
U69730                    nand_x1_sg      sg_338K         7.950000  
U69731                    nand_x1_sg      sg_338K         7.950000  
U69732                    nand_x1_sg      sg_338K         7.950000  
U69733                    nand_x1_sg      sg_338K         7.950000  
U69734                    nand_x1_sg      sg_338K         7.950000  
U69735                    nand_x1_sg      sg_338K         7.950000  
U69736                    nand_x1_sg      sg_338K         7.950000  
U69737                    nand_x1_sg      sg_338K         7.950000  
U69738                    nand_x1_sg      sg_338K         7.950000  
U69739                    nand_x4_sg      sg_338K         13.356000 
U69740                    nor_x1_sg       sg_338K         7.950000  
U69741                    nand_x1_sg      sg_338K         7.950000  
U69742                    nor_x1_sg       sg_338K         7.950000  
U69743                    nand_x1_sg      sg_338K         7.950000  
U69744                    nand_x1_sg      sg_338K         7.950000  
U69745                    nor_x1_sg       sg_338K         7.950000  
U69746                    nor_x1_sg       sg_338K         7.950000  
U69747                    nor_x1_sg       sg_338K         7.950000  
U69748                    nand_x1_sg      sg_338K         7.950000  
U69749                    nand_x1_sg      sg_338K         7.950000  
U69750                    nand_x2_sg      sg_338K         7.950000  
U69751                    nand_x2_sg      sg_338K         7.950000  
U69752                    nand_x2_sg      sg_338K         7.950000  
U69753                    nand_x2_sg      sg_338K         7.950000  
U69754                    nand_x2_sg      sg_338K         7.950000  
U69755                    nand_x2_sg      sg_338K         7.950000  
U69756                    nand_x2_sg      sg_338K         7.950000  
U69757                    nand_x2_sg      sg_338K         7.950000  
U69758                    nand_x2_sg      sg_338K         7.950000  
U69759                    nand_x2_sg      sg_338K         7.950000  
U69760                    nand_x2_sg      sg_338K         7.950000  
U69761                    nand_x2_sg      sg_338K         7.950000  
U69762                    nand_x2_sg      sg_338K         7.950000  
U69763                    nand_x2_sg      sg_338K         7.950000  
U69764                    nand_x2_sg      sg_338K         7.950000  
U69765                    nand_x2_sg      sg_338K         7.950000  
U69766                    nor_x1_sg       sg_338K         7.950000  
U69767                    nand_x1_sg      sg_338K         7.950000  
U69768                    nand_x1_sg      sg_338K         7.950000  
U69769                    nand_x1_sg      sg_338K         7.950000  
U69770                    nand_x1_sg      sg_338K         7.950000  
U69771                    nand_x1_sg      sg_338K         7.950000  
U69772                    nand_x1_sg      sg_338K         7.950000  
U69773                    nand_x1_sg      sg_338K         7.950000  
U69774                    nand_x4_sg      sg_338K         13.356000 
U69775                    nor_x1_sg       sg_338K         7.950000  
U69776                    nand_x1_sg      sg_338K         7.950000  
U69777                    nor_x1_sg       sg_338K         7.950000  
U69778                    nand_x1_sg      sg_338K         7.950000  
U69779                    nor_x1_sg       sg_338K         7.950000  
U69780                    nand_x1_sg      sg_338K         7.950000  
U69781                    nor_x1_sg       sg_338K         7.950000  
U69782                    nand_x1_sg      sg_338K         7.950000  
U69783                    nor_x1_sg       sg_338K         7.950000  
U69784                    nand_x1_sg      sg_338K         7.950000  
U69785                    nor_x1_sg       sg_338K         7.950000  
U69786                    nand_x1_sg      sg_338K         7.950000  
U69787                    nor_x1_sg       sg_338K         7.950000  
U69788                    nand_x1_sg      sg_338K         7.950000  
U69789                    nor_x1_sg       sg_338K         7.950000  
U69790                    nor_x1_sg       sg_338K         7.950000  
U69791                    nor_x1_sg       sg_338K         7.950000  
U69792                    nor_x1_sg       sg_338K         7.950000  
U69793                    nor_x1_sg       sg_338K         7.950000  
U69794                    nor_x1_sg       sg_338K         7.950000  
U69795                    nor_x1_sg       sg_338K         7.950000  
U69796                    nor_x1_sg       sg_338K         7.950000  
U69797                    nor_x1_sg       sg_338K         7.950000  
U69798                    nor_x1_sg       sg_338K         7.950000  
U69799                    nor_x1_sg       sg_338K         7.950000  
U69800                    nor_x1_sg       sg_338K         7.950000  
U69801                    nor_x1_sg       sg_338K         7.950000  
U69802                    nor_x1_sg       sg_338K         7.950000  
U69803                    nor_x1_sg       sg_338K         7.950000  
U69804                    nor_x1_sg       sg_338K         7.950000  
U69805                    nor_x1_sg       sg_338K         7.950000  
U69806                    nor_x1_sg       sg_338K         7.950000  
U69807                    nor_x1_sg       sg_338K         7.950000  
U69808                    nor_x1_sg       sg_338K         7.950000  
U69809                    nand_x1_sg      sg_338K         7.950000  
U69810                    nand_x4_sg      sg_338K         13.356000 
U69811                    nand_x4_sg      sg_338K         13.356000 
U69812                    nand_x4_sg      sg_338K         13.356000 
U69813                    nand_x4_sg      sg_338K         13.356000 
U69814                    nand_x4_sg      sg_338K         13.356000 
U69815                    nand_x4_sg      sg_338K         13.356000 
U69816                    nand_x4_sg      sg_338K         13.356000 
U69817                    nand_x4_sg      sg_338K         13.356000 
U69818                    nand_x4_sg      sg_338K         13.356000 
U69819                    nand_x4_sg      sg_338K         13.356000 
U69820                    nand_x4_sg      sg_338K         13.356000 
U69821                    nand_x4_sg      sg_338K         13.356000 
U69822                    nand_x4_sg      sg_338K         13.356000 
U69823                    nand_x4_sg      sg_338K         13.356000 
U69824                    nand_x4_sg      sg_338K         13.356000 
U69825                    nand_x4_sg      sg_338K         13.356000 
U69826                    nand_x4_sg      sg_338K         13.356000 
U69827                    nand_x4_sg      sg_338K         13.356000 
U69828                    nand_x4_sg      sg_338K         13.356000 
U69829                    nand_x4_sg      sg_338K         13.356000 
U69830                    nand_x4_sg      sg_338K         13.356000 
U69831                    nand_x4_sg      sg_338K         13.356000 
U69832                    nand_x4_sg      sg_338K         13.356000 
U69833                    nand_x4_sg      sg_338K         13.356000 
U69834                    nand_x4_sg      sg_338K         13.356000 
U69835                    nand_x4_sg      sg_338K         13.356000 
U69836                    nand_x4_sg      sg_338K         13.356000 
U69837                    nand_x4_sg      sg_338K         13.356000 
U69838                    nand_x4_sg      sg_338K         13.356000 
U69839                    nand_x4_sg      sg_338K         13.356000 
U69840                    nand_x4_sg      sg_338K         13.356000 
U69841                    nand_x4_sg      sg_338K         13.356000 
U69842                    nand_x4_sg      sg_338K         13.356000 
U69843                    nand_x4_sg      sg_338K         13.356000 
U69844                    nand_x4_sg      sg_338K         13.356000 
U69845                    nand_x4_sg      sg_338K         13.356000 
U69846                    nand_x4_sg      sg_338K         13.356000 
U69847                    nand_x4_sg      sg_338K         13.356000 
U69848                    nand_x4_sg      sg_338K         13.356000 
U69849                    nand_x4_sg      sg_338K         13.356000 
U69850                    nand_x4_sg      sg_338K         13.356000 
U69851                    nand_x4_sg      sg_338K         13.356000 
U69852                    nand_x4_sg      sg_338K         13.356000 
U69853                    nand_x4_sg      sg_338K         13.356000 
U69854                    nand_x4_sg      sg_338K         13.356000 
U69855                    nand_x4_sg      sg_338K         13.356000 
U69856                    nand_x4_sg      sg_338K         13.356000 
U69857                    nand_x4_sg      sg_338K         13.356000 
U69858                    nand_x4_sg      sg_338K         13.356000 
U69859                    nand_x4_sg      sg_338K         13.356000 
U69860                    nand_x4_sg      sg_338K         13.356000 
U69861                    nand_x4_sg      sg_338K         13.356000 
U69862                    nand_x4_sg      sg_338K         13.356000 
U69863                    nand_x4_sg      sg_338K         13.356000 
U69864                    nand_x4_sg      sg_338K         13.356000 
U69865                    nand_x4_sg      sg_338K         13.356000 
U69866                    nand_x4_sg      sg_338K         13.356000 
U69867                    nand_x4_sg      sg_338K         13.356000 
U69868                    nand_x4_sg      sg_338K         13.356000 
U69869                    nand_x4_sg      sg_338K         13.356000 
U69870                    nand_x4_sg      sg_338K         13.356000 
U69871                    nand_x4_sg      sg_338K         13.356000 
U69872                    nand_x4_sg      sg_338K         13.356000 
U69873                    nand_x4_sg      sg_338K         13.356000 
U69874                    nand_x4_sg      sg_338K         13.356000 
U69875                    nand_x4_sg      sg_338K         13.356000 
U69876                    nand_x4_sg      sg_338K         13.356000 
U69877                    nand_x4_sg      sg_338K         13.356000 
U69878                    nand_x4_sg      sg_338K         13.356000 
U69879                    nand_x4_sg      sg_338K         13.356000 
U69880                    nand_x4_sg      sg_338K         13.356000 
U69881                    nand_x4_sg      sg_338K         13.356000 
U69882                    nand_x4_sg      sg_338K         13.356000 
U69883                    nand_x4_sg      sg_338K         13.356000 
U69884                    nand_x4_sg      sg_338K         13.356000 
U69885                    nand_x4_sg      sg_338K         13.356000 
U69886                    nand_x4_sg      sg_338K         13.356000 
U69887                    nand_x4_sg      sg_338K         13.356000 
U69888                    nand_x4_sg      sg_338K         13.356000 
U69889                    nand_x4_sg      sg_338K         13.356000 
U69890                    nand_x4_sg      sg_338K         13.356000 
U69891                    nand_x4_sg      sg_338K         13.356000 
U69892                    nand_x4_sg      sg_338K         13.356000 
U69893                    nand_x4_sg      sg_338K         13.356000 
U69894                    nand_x4_sg      sg_338K         13.356000 
U69895                    nand_x4_sg      sg_338K         13.356000 
U69896                    nand_x4_sg      sg_338K         13.356000 
U69897                    nand_x4_sg      sg_338K         13.356000 
U69898                    nand_x4_sg      sg_338K         13.356000 
U69899                    nand_x4_sg      sg_338K         13.356000 
U69900                    nand_x4_sg      sg_338K         13.356000 
U69901                    nand_x4_sg      sg_338K         13.356000 
U69902                    nand_x4_sg      sg_338K         13.356000 
U69903                    nand_x4_sg      sg_338K         13.356000 
U69904                    nand_x4_sg      sg_338K         13.356000 
U69905                    nand_x4_sg      sg_338K         13.356000 
U69906                    nand_x4_sg      sg_338K         13.356000 
U69907                    nand_x4_sg      sg_338K         13.356000 
U69908                    nand_x4_sg      sg_338K         13.356000 
U69909                    nand_x4_sg      sg_338K         13.356000 
U69910                    nand_x4_sg      sg_338K         13.356000 
U69911                    nand_x4_sg      sg_338K         13.356000 
U69912                    nand_x4_sg      sg_338K         13.356000 
U69913                    nand_x4_sg      sg_338K         13.356000 
U69914                    nand_x4_sg      sg_338K         13.356000 
U69915                    nand_x4_sg      sg_338K         13.356000 
U69916                    nand_x4_sg      sg_338K         13.356000 
U69917                    nand_x4_sg      sg_338K         13.356000 
U69918                    nand_x4_sg      sg_338K         13.356000 
U69919                    nand_x4_sg      sg_338K         13.356000 
U69920                    nand_x4_sg      sg_338K         13.356000 
U69921                    nand_x4_sg      sg_338K         13.356000 
U69922                    nand_x4_sg      sg_338K         13.356000 
U69923                    nand_x4_sg      sg_338K         13.356000 
U69924                    nand_x4_sg      sg_338K         13.356000 
U69925                    nand_x4_sg      sg_338K         13.356000 
U69926                    nand_x4_sg      sg_338K         13.356000 
U69927                    nand_x4_sg      sg_338K         13.356000 
U69928                    nand_x4_sg      sg_338K         13.356000 
U69929                    nand_x4_sg      sg_338K         13.356000 
U69930                    nand_x4_sg      sg_338K         13.356000 
U69931                    nand_x4_sg      sg_338K         13.356000 
U69932                    nand_x4_sg      sg_338K         13.356000 
U69933                    nand_x4_sg      sg_338K         13.356000 
U69934                    nand_x4_sg      sg_338K         13.356000 
U69935                    nand_x4_sg      sg_338K         13.356000 
U69936                    nand_x4_sg      sg_338K         13.356000 
U69937                    nand_x4_sg      sg_338K         13.356000 
U69938                    nand_x4_sg      sg_338K         13.356000 
U69939                    nand_x4_sg      sg_338K         13.356000 
U69940                    nand_x4_sg      sg_338K         13.356000 
U69941                    nand_x4_sg      sg_338K         13.356000 
U69942                    nand_x4_sg      sg_338K         13.356000 
U69943                    nand_x4_sg      sg_338K         13.356000 
U69944                    nand_x4_sg      sg_338K         13.356000 
U69945                    nand_x4_sg      sg_338K         13.356000 
U69946                    nand_x4_sg      sg_338K         13.356000 
U69947                    nand_x4_sg      sg_338K         13.356000 
U69948                    nand_x4_sg      sg_338K         13.356000 
U69949                    nand_x4_sg      sg_338K         13.356000 
U69950                    nand_x4_sg      sg_338K         13.356000 
U69951                    nand_x4_sg      sg_338K         13.356000 
U69952                    nand_x4_sg      sg_338K         13.356000 
U69953                    nand_x4_sg      sg_338K         13.356000 
U69954                    nand_x4_sg      sg_338K         13.356000 
U69955                    nand_x4_sg      sg_338K         13.356000 
U69956                    nand_x4_sg      sg_338K         13.356000 
U69957                    nand_x4_sg      sg_338K         13.356000 
U69958                    nand_x4_sg      sg_338K         13.356000 
U69959                    nand_x4_sg      sg_338K         13.356000 
U69960                    nand_x2_sg      sg_338K         7.950000  
U69961                    nand_x2_sg      sg_338K         7.950000  
U69962                    nand_x2_sg      sg_338K         7.950000  
U69963                    nand_x2_sg      sg_338K         7.950000  
U69964                    nand_x2_sg      sg_338K         7.950000  
U69965                    nand_x2_sg      sg_338K         7.950000  
U69966                    nand_x2_sg      sg_338K         7.950000  
U69967                    nand_x2_sg      sg_338K         7.950000  
U69968                    nand_x2_sg      sg_338K         7.950000  
U69969                    nand_x2_sg      sg_338K         7.950000  
U69970                    nand_x2_sg      sg_338K         7.950000  
U69971                    nand_x2_sg      sg_338K         7.950000  
U69972                    nand_x2_sg      sg_338K         7.950000  
U69973                    nand_x2_sg      sg_338K         7.950000  
U69974                    nand_x2_sg      sg_338K         7.950000  
U69975                    nand_x2_sg      sg_338K         7.950000  
U69976                    nand_x2_sg      sg_338K         7.950000  
U69977                    nand_x2_sg      sg_338K         7.950000  
U69978                    nand_x2_sg      sg_338K         7.950000  
U69979                    nand_x2_sg      sg_338K         7.950000  
U69980                    nand_x2_sg      sg_338K         7.950000  
U69981                    nand_x2_sg      sg_338K         7.950000  
U69982                    nand_x1_sg      sg_338K         7.950000  
U69983                    nand_x1_sg      sg_338K         7.950000  
U69984                    nand_x1_sg      sg_338K         7.950000  
U69985                    nand_x1_sg      sg_338K         7.950000  
U69986                    nand_x1_sg      sg_338K         7.950000  
U69987                    nand_x1_sg      sg_338K         7.950000  
U69988                    nand_x1_sg      sg_338K         7.950000  
U69989                    nand_x1_sg      sg_338K         7.950000  
U69990                    nand_x1_sg      sg_338K         7.950000  
U69991                    nand_x2_sg      sg_338K         7.950000  
U69992                    nand_x2_sg      sg_338K         7.950000  
U69993                    nand_x2_sg      sg_338K         7.950000  
U69994                    nand_x2_sg      sg_338K         7.950000  
U69995                    nand_x2_sg      sg_338K         7.950000  
U69996                    nand_x2_sg      sg_338K         7.950000  
U69997                    nand_x2_sg      sg_338K         7.950000  
U69998                    nand_x2_sg      sg_338K         7.950000  
U69999                    nand_x2_sg      sg_338K         7.950000  
U70000                    nand_x2_sg      sg_338K         7.950000  
U70001                    nand_x2_sg      sg_338K         7.950000  
U70002                    nand_x2_sg      sg_338K         7.950000  
U70003                    nand_x2_sg      sg_338K         7.950000  
U70004                    nand_x2_sg      sg_338K         7.950000  
U70005                    nand_x2_sg      sg_338K         7.950000  
U70006                    nand_x2_sg      sg_338K         7.950000  
U70007                    nand_x2_sg      sg_338K         7.950000  
U70008                    nand_x2_sg      sg_338K         7.950000  
U70009                    nand_x2_sg      sg_338K         7.950000  
U70010                    nand_x2_sg      sg_338K         7.950000  
U70011                    nand_x2_sg      sg_338K         7.950000  
U70012                    nand_x2_sg      sg_338K         7.950000  
U70013                    nand_x2_sg      sg_338K         7.950000  
U70014                    nand_x2_sg      sg_338K         7.950000  
U70015                    nand_x2_sg      sg_338K         7.950000  
U70016                    nand_x2_sg      sg_338K         7.950000  
U70017                    nand_x2_sg      sg_338K         7.950000  
U70018                    nand_x2_sg      sg_338K         7.950000  
U70019                    nand_x2_sg      sg_338K         7.950000  
U70020                    nand_x2_sg      sg_338K         7.950000  
U70021                    nand_x2_sg      sg_338K         7.950000  
U70022                    nand_x2_sg      sg_338K         7.950000  
U70023                    nand_x2_sg      sg_338K         7.950000  
U70024                    nand_x2_sg      sg_338K         7.950000  
U70025                    nand_x2_sg      sg_338K         7.950000  
U70026                    nand_x2_sg      sg_338K         7.950000  
U70027                    nand_x2_sg      sg_338K         7.950000  
U70028                    nand_x2_sg      sg_338K         7.950000  
U70029                    nand_x2_sg      sg_338K         7.950000  
U70030                    nand_x2_sg      sg_338K         7.950000  
U70031                    nand_x2_sg      sg_338K         7.950000  
U70032                    nand_x2_sg      sg_338K         7.950000  
U70033                    nand_x2_sg      sg_338K         7.950000  
U70034                    nand_x2_sg      sg_338K         7.950000  
U70035                    nand_x2_sg      sg_338K         7.950000  
U70036                    nand_x2_sg      sg_338K         7.950000  
U70037                    nand_x2_sg      sg_338K         7.950000  
U70038                    nand_x2_sg      sg_338K         7.950000  
U70039                    nand_x2_sg      sg_338K         7.950000  
U70040                    nand_x2_sg      sg_338K         7.950000  
U70041                    nand_x2_sg      sg_338K         7.950000  
U70042                    nand_x2_sg      sg_338K         7.950000  
U70043                    nand_x2_sg      sg_338K         7.950000  
U70044                    nand_x2_sg      sg_338K         7.950000  
U70045                    nand_x2_sg      sg_338K         7.950000  
U70046                    nand_x2_sg      sg_338K         7.950000  
U70047                    nand_x2_sg      sg_338K         7.950000  
U70048                    nand_x2_sg      sg_338K         7.950000  
U70049                    nand_x2_sg      sg_338K         7.950000  
